id	file	line	title
DNIP-DOC-014	docs/specs/deployment-neutral-index-platform-v0.md	382	A low-reliability facet remains available as visibly weak browsing evidence but
DNIP-DOC-015	docs/specs/deployment-neutral-index-platform-v0.md	386	Permanent gaps are first-class queryable records binding source/facet, reason,
DNIP-DOC-016	docs/specs/deployment-neutral-index-platform-v0.md	390	Every update binds the exact triggering merge and source/documentation heads.
DNIP-IDX-001	docs/specs/deployment-neutral-index-platform-v0.md	131	Production indexing and query execution MUST be Go-only. The promoted local
DNIP-IDX-002	docs/specs/deployment-neutral-index-platform-v0.md	134	One transport-neutral kernel and one canonical index encoding MUST serve local
DNIP-IDX-003	docs/specs/deployment-neutral-index-platform-v0.md	139	Extraction fragments MUST be keyed by object format, blob OID, adapter ABI, and
DNIP-IDX-004	docs/specs/deployment-neutral-index-platform-v0.md	150	Queries MUST use tree-scoped packed segments, not millions of independently open
DNIP-IDX-005	docs/specs/deployment-neutral-index-platform-v0.md	154	Every packed block MUST be independently checksummed and bound by the Merkle roo
DNIP-IDX-006	docs/specs/deployment-neutral-index-platform-v0.md	156	The kernel MUST expose a bounded `ReaderAt`-style interface. Local `pread` is th
DNIP-IDX-007	docs/specs/deployment-neutral-index-platform-v0.md	159	Queries MUST NOT deserialize the entire posting/vector corpus or retain all sour
DNIP-IDX-008	docs/specs/deployment-neutral-index-platform-v0.md	162	Publication MUST be manifest-last and crash-atomic: readers select either the ol
DNIP-IDX-009	docs/specs/deployment-neutral-index-platform-v0.md	165	Immutable SQLite MUST be benchmarked as the safety baseline. A custom pack may b
DNIP-LOC-001	docs/specs/deployment-neutral-index-platform-v0.md	171	`corvint query` MUST open immutable packs directly in one terminating process. A
DNIP-LOC-002	docs/specs/deployment-neutral-index-platform-v0.md	174	Hooks, watchers, provider events, and editor notifications are acceleration hint
DNIP-LOC-003	docs/specs/deployment-neutral-index-platform-v0.md	177	Hook integration MUST be explicit, composable, and non-destructive. A hook only
DNIP-LOC-004	docs/specs/deployment-neutral-index-platform-v0.md	180	Linked worktrees MUST share immutable Git-common-directory fragments while keepi
DNIP-LOC-005	docs/specs/deployment-neutral-index-platform-v0.md	183	Partial-clone missing objects produce an explicit frontier and MUST NOT trigger
DNIP-LOC-006	docs/specs/deployment-neutral-index-platform-v0.md	186	Local stores MUST enforce visible per-repository/user disk quotas and eviction
DNIP-LOC-007	docs/specs/deployment-neutral-index-platform-v0.md	188	Default decoded-block cache is a proposed 64 MiB target. Query RSS <=128 MiB p99
DNIP-LOC-008	docs/specs/deployment-neutral-index-platform-v0.md	191	On battery, Corvint performs query-required core work only. Speculative warming,
DNIP-LOC-009	docs/specs/deployment-neutral-index-platform-v0.md	194	Hook promotion requires controlled hook latency <=5 ms p95 and <=50 ms max, zero
DNIP-LOC-010	docs/specs/deployment-neutral-index-platform-v0.md	197	Root publication, selection, leasing, and reclamation MUST share one explicit
DNIP-LOC-011	docs/specs/deployment-neutral-index-platform-v0.md	209	Lease ownership MUST be independently fenced after an owner crash. A local lease
DNIP-MCP-001	docs/specs/deployment-neutral-index-platform-v0.md	222	Hosted authenticated Streamable HTTP MCP MUST be a separate accepted profile. Th
DNIP-MCP-002	docs/specs/deployment-neutral-index-platform-v0.md	225	The server authenticates the principal and selects repositories only by
DNIP-MCP-003	docs/specs/deployment-neutral-index-platform-v0.md	228	Authorization MUST occur before catalog lookup and before every object/segment
DNIP-MCP-004	docs/specs/deployment-neutral-index-platform-v0.md	236	Webhook ingress and reconciliation are mutating control-plane APIs and MUST rema
DNIP-MCP-005	docs/specs/deployment-neutral-index-platform-v0.md	238	`PINNED(commit)` serves/builds only the exact root or returns
DNIP-MCP-006	docs/specs/deployment-neutral-index-platform-v0.md	244	The revision barrier is
DNIP-MCP-007	docs/specs/deployment-neutral-index-platform-v0.md	253	A hosted descendant MUST freeze a separate remote source-content policy before
DNIP-REV-001	docs/specs/deployment-neutral-index-platform-v0.md	296	`REVIEW_PINNED(baseOid, headOid)` resolves provider PR identifiers to exact
DNIP-REV-002	docs/specs/deployment-neutral-index-platform-v0.md	302	Review receipts bind base, head, both trees/roots, and the Merkle/evidence delta
DNIP-REV-003	docs/specs/deployment-neutral-index-platform-v0.md	304	Synthetic merges require explicit identity. Forks, shallow history, inaccessible
DNIP-REV-004	docs/specs/deployment-neutral-index-platform-v0.md	307	Temporary review roots are leased long enough that disappearing provider refs do
DNIP-SYNC-001	docs/specs/deployment-neutral-index-platform-v0.md	260	Provider events MUST be authenticated and admitted through one durable inbox
DNIP-SYNC-002	docs/specs/deployment-neutral-index-platform-v0.md	264	Corvint MUST acknowledge only after the atomic inbox-plus-enqueue transaction
DNIP-SYNC-003	docs/specs/deployment-neutral-index-platform-v0.md	271	Corvint generations are monotonic control-plane values. Timestamp order and comm
DNIP-SYNC-004	docs/specs/deployment-neutral-index-platform-v0.md	273	Builders create/reuse the exact-commit root, upload and verify every segment, th
DNIP-SYNC-005	docs/specs/deployment-neutral-index-platform-v0.md	276	Force-push A→B→A, branch rename/delete, repository transfer, permission loss,
DNIP-SYNC-006	docs/specs/deployment-neutral-index-platform-v0.md	279	Periodic bounded reconciliation repairs missed events; a strict query MAY trigge
DNIP-TEN-001	docs/specs/deployment-neutral-index-platform-v0.md	285	Remote CAS and caches MUST be namespaced by tenant or access context. Cross-tena
DNIP-TEN-002	docs/specs/deployment-neutral-index-platform-v0.md	288	Range fetches MUST bind tenant/repository authority, object identity, manifest
DNIP-TEN-003	docs/specs/deployment-neutral-index-platform-v0.md	290	Revocation returns `ACCESS_LOST`; it MUST NOT serve stale success or destructive
DNIP-VEC-001	docs/specs/deployment-neutral-index-platform-v0.md	312	Vectors are optional immutable sections in the same root, never a separate
DNIP-VEC-002	docs/specs/deployment-neutral-index-platform-v0.md	315	A `VectorProfile` binds embedding model, tokenizer, chunker, dimensions,
DNIP-VEC-003	docs/specs/deployment-neutral-index-platform-v0.md	318	Progression is deterministic quantized exact scan, then fixed-build HNSW, IVF-PQ
DNIP-VEC-004	docs/specs/deployment-neutral-index-platform-v0.md	321	A canonical local/cloud semantic profile requires a pinned Go-compatible local
DNIP-VEC-005	docs/specs/deployment-neutral-index-platform-v0.md	323	Similarity maps back to manifest-pinned source spans and remains advisory. It MU
DNIP-VEC-006	docs/specs/deployment-neutral-index-platform-v0.md	325	Promotion requires held-out critical-recall@5 gain >=0.10, zero additional criti
DNIP-XM-001	docs/specs/deployment-neutral-index-platform-v0.md	399	Clean, incremental, local, cloud, review, corrupt-cache-rebuild, and no-cache mo
DNIP-XM-002	docs/specs/deployment-neutral-index-platform-v0.md	403	Conformance includes randomized commit/checkout/merge/rewrite/crash/event schedu
DNIP-XM-003	docs/specs/deployment-neutral-index-platform-v0.md	417	Benchmarks use reproducible 10K/100K/1M/10M-file and 1/10 GiB source corpora; 1,
DNIP-XM-004	docs/specs/deployment-neutral-index-platform-v0.md	421	Proposed targets are local warm query <=35 ms p95 at 100K and <=75 ms at 1M;
DNIP-XM-005	docs/specs/deployment-neutral-index-platform-v0.md	425	Documentation gates require semantic equivalence between initial and incremental
DNIP-XM-006	docs/specs/deployment-neutral-index-platform-v0.md	407	Receipt conformance includes hostile cross-request, cross-capability,
DNIP-XM-007	docs/specs/deployment-neutral-index-platform-v0.md	411	Incremental/root-cache conformance changes one `ACC-V0-018` registry, lock, plug
DRC-V0-001	docs/specs/diagnostic-repair-contract-v0.md	65	Every refusal a covered site emits MUST carry a `subject` object with exactly tw
DRC-V0-002	docs/specs/diagnostic-repair-contract-v0.md	78	Every covered refusal MUST carry an `evidence` array of name/value pairs holding
DRC-V0-003	docs/specs/diagnostic-repair-contract-v0.md	82	Every covered refusal MUST carry a `supported_fixes` array whose entries are ide
DRC-V0-004	docs/specs/diagnostic-repair-contract-v0.md	87	The fix registry MUST be exactly `docs/specs/FIX-REGISTRY.tsv`, one tracked
DRC-V0-005	docs/specs/diagnostic-repair-contract-v0.md	97	A refusal for which no caller-side repair exists MUST emit an empty
DRC-V0-006	docs/specs/diagnostic-repair-contract-v0.md	102	The four fields above MUST be additive to the existing envelope. Every `code` va
DRC-V0-007	docs/specs/diagnostic-repair-contract-v0.md	107	Emitting a diagnostic MUST NOT mutate repository or trace state. The one permitt
DRC-V0-008	docs/specs/diagnostic-repair-contract-v0.md	111	`subject` and every `evidence` value MUST pass the existing secret screen before
DRC-V0-009	docs/specs/diagnostic-repair-contract-v0.md	120	The bounded repair loop MUST be stated in the contract a caller reads: apply onl
DRC-V0-010	docs/specs/diagnostic-repair-contract-v0.md	128	A non-zero exit or an `ok: false` envelope MUST NOT be reported as success at an
DRC-V0-011	docs/specs/diagnostic-repair-contract-v0.md	139	A gate MUST enumerate every diagnostic-emitting site under `internal/` and `cmd/
DRC-V0-012	docs/specs/diagnostic-repair-contract-v0.md	158	`message` MUST remain human-readable prose and MUST NOT be parsed by any Corvint
DSE-V0-001	docs/specs/dependency-source-evidence-v0.md	47	`corvint [--root PATH] depsource <module-path>[@version] [--file REL] [--limit N
DSE-V0-002	docs/specs/dependency-source-evidence-v0.md	55	Version resolution MUST read `go.mod` and `go.sum` as blobs of the committed
DSE-V0-003	docs/specs/dependency-source-evidence-v0.md	71	The module cache location MUST be `<cache>/<escaped-path>@<escaped-version>`,
DSE-V0-004	docs/specs/dependency-source-evidence-v0.md	75	The verb MUST recompute the `h1:` hash over every regular file of the extracted
DSE-V0-005	docs/specs/dependency-source-evidence-v0.md	93	A recomputed hash unequal to the recorded one MUST emit
DSE-V0-006	docs/specs/dependency-source-evidence-v0.md	95	A missing extracted directory MUST emit `reason: "missing-cache-entry"`. The ver
DSE-V0-007	docs/specs/dependency-source-evidence-v0.md	98	A module absent from the committed `go.mod`, a `@version` disagreeing with the
DSE-V0-008	docs/specs/dependency-source-evidence-v0.md	113	Without `--file` the answer MUST carry `file_count`, `truncated`, and at most
DSE-V0-009	docs/specs/dependency-source-evidence-v0.md	116	With `--file REL` the answer MUST carry that file's whole-content `sha256`, its
DSE-V0-010	docs/specs/dependency-source-evidence-v0.md	121	A `replace` whose target is a directory inside the repository tree MUST emit
EAF-V0-001	docs/specs/expert-audit-followup-v0.md	32	Current Go/Python secret screening MUST reject ordinary double-quoted credential
EAF-V0-002	docs/specs/expert-audit-followup-v0.md	40	Go mutation baseline, mutant and isolated grouped-fallback runs MUST use matchin
EAF-V0-003	docs/specs/expert-audit-followup-v0.md	43	Checkpoint output MUST preserve the caller's obligations array exactly and label
EAF-V0-004	docs/specs/expert-audit-followup-v0.md	46	Source-documentation rederivation MUST discover an added admitted importer and
EAF-V0-005	docs/specs/expert-audit-followup-v0.md	49	Query help MUST describe safe trace-state refusal recovery: retain the original
EAF-V0-006	docs/specs/expert-audit-followup-v0.md	52	The uncertainty perturbation development screen MUST retain the unchanged-task
EAF-V0-007	docs/specs/expert-audit-followup-v0.md	56	Native Corvint and its selected Go provider MUST observe Git status only through
EAF-V0-008	docs/specs/expert-audit-followup-v0.md	84	The opt-in finite-policy development check MUST bind its independently frozen
EAF-V0-009	docs/specs/expert-audit-followup-v0.md	90	The opt-in scope development check MUST retain the frozen candidate algorithm
EAF-V0-010	docs/specs/expert-audit-followup-v0.md	97	Malformed quoted-value redaction boundary. When a credential-vocabulary quoted k
ECO-V0-001	docs/specs/error-code-ownership-gate-v0.md	42	An emitted code is a string literal matching `[a-z][a-z0-9]*(-[a-z0-9]+)+` in a
ECO-V0-002	docs/specs/error-code-ownership-gate-v0.md	54	A code is owned when any tracked `docs/specs/*.md` file (direct children only)
ECO-V0-003	docs/specs/error-code-ownership-gate-v0.md	56	`script/error-code-ownership.allowlist` MUST hold, one per line, sorted under th
ECO-V0-004	docs/specs/error-code-ownership-gate-v0.md	61	Sources, specs, and the allowlist MUST be read from the Git index, not the workt
ECO-V0-005	docs/specs/error-code-ownership-gate-v0.md	63	A `git grep` exit status other than 0 or 1 MUST fail the gate naming `git grep`,
ECO-V0-006	docs/specs/error-code-ownership-gate-v0.md	65	A spec row that owns a code MUST describe only what the emitting code path check
ECO-V0-007	docs/specs/error-code-ownership-gate-v0.md	67	A passing run MUST print nothing and exit zero; the gate MUST be read-only and a
EEP-MCP-001	docs/specs/external-evidence-provider-mcp-v0.md	27	`impact --provider-mcp ARGV_JSON` MUST be the sole selector; argv validation,
EEP-MCP-002	docs/specs/external-evidence-provider-mcp-v0.md	30	The profile MUST pin MCP `2025-11-25`, send initialize with empty client
EEP-MCP-003	docs/specs/external-evidence-provider-mcp-v0.md	36	The tools/call result MUST contain exactly one text block and no structuredConte
EEP-MCP-004	docs/specs/external-evidence-provider-mcp-v0.md	40	The session MUST share the command's environment and working-directory policy,
EEP-REMOTE-001	docs/specs/external-evidence-provider-remote-v0.md	26	The separately built command MUST require `--allow-network --config FILE` on
EEP-REMOTE-002	docs/specs/external-evidence-provider-remote-v0.md	30	Fetch MUST be a single GET, with normal certificate/hostname validation and
EEP-REMOTE-003	docs/specs/external-evidence-provider-remote-v0.md	36	Optional bearer credentials MUST be read only from a regular, non-symlink,
EEP-REMOTE-004	docs/specs/external-evidence-provider-remote-v0.md	42	Complete successful body bytes MUST be written unchanged and decoded only
EEP-TR-001	docs/specs/external-evidence-provider-transports-v0.md	52	The command transport MUST be selected only by `corvint impact --provider-comman
EEP-TR-002	docs/specs/external-evidence-provider-transports-v0.md	59	`ARGV_JSON` MUST be one JSON array of 1 to 32 strings, at most 4096 bytes, valid
EEP-TR-003	docs/specs/external-evidence-provider-transports-v0.md	63	The command MUST run with only `PATH` and `TMPDIR` (when set) plus `LANG=C` and
EEP-TR-004	docs/specs/external-evidence-provider-transports-v0.md	68	Each selected command MUST be launched once, with no retry, under a 10-second wa
EEP-TR-005	docs/specs/external-evidence-provider-transports-v0.md	71	A command that completes cleanly MUST have its complete stdout decoded by the sa
EEP-TR-006	docs/specs/external-evidence-provider-transports-v0.md	76	Every transport failure MUST yield one provider row in a closed state with an em
EEP-TR-007	docs/specs/external-evidence-provider-transports-v0.md	82	`impact` with a provider command MUST remain a read command: the receipt reports
EEP-TR-008	docs/specs/external-evidence-provider-transports-v0.md	85	stderr MUST be bounded and discarded: it never appears in the receipt, a reason,
EEP-TR-009	docs/specs/external-evidence-provider-transports-v0.md	88	MCP MUST be selected only through the accepted bounded stdio profile in
EEP-TR-010	docs/specs/external-evidence-provider-transports-v0.md	91	A remote (network) transport is NO-GO on the default local path (decision 0318).
EEP-TR-011	docs/specs/external-evidence-provider-transports-v0.md	95	The optional authoring-kit checker MUST require and verify an exact lowercase
EEP-TR-012	docs/specs/external-evidence-provider-transports-v0.md	102	A record on any transport MAY carry one optional top-level member `capabilities`
EEP-TR-013	docs/specs/external-evidence-provider-transports-v0.md	110	When a list is declared, Core MUST check it against what the invocation requires
EEP-TR-014	docs/specs/external-evidence-provider-transports-v0.md	119	A declared capability never widens what Core accepts: an unknown identifier in
EEP-V0-001	docs/specs/external-evidence-provider-v0.md	63	A provider record MUST be one JSON document whose top-level members are exactly
EEP-V0-002	docs/specs/external-evidence-provider-v0.md	69	`corvint impact --provider FILE PATH...` selects a provider record; the option M
EEP-V0-003	docs/specs/external-evidence-provider-v0.md	73	Provider output appears only under `context.external`. With the same paths, limi
EEP-V0-004	docs/specs/external-evidence-provider-v0.md	76	The section MUST list every selected provider with `source` as given, the
EEP-V0-005	docs/specs/external-evidence-provider-v0.md	80	A record that cannot be read is reported with state `unavailable`; a record that
EEP-V0-006	docs/specs/external-evidence-provider-v0.md	86	An endpoint MUST be `path:<path>` or `<provider-id>:<entity-id>`. A path MUST be
EEP-V0-007	docs/specs/external-evidence-provider-v0.md	92	A relation's `evidence` MUST be `declared`, `observed`, `inferred`, or `generate
EEP-V0-008	docs/specs/external-evidence-provider-v0.md	97	A relation `type` is preserved exactly as the provider wrote it: lowercase, digi
EEP-V0-009	docs/specs/external-evidence-provider-v0.md	100	`freshness` compares the record's `repository.revision` with the captured commit
EEP-V0-010	docs/specs/external-evidence-provider-v0.md	105	Every path endpoint in an included relation carries `verification`: `verified`
EEP-V0-011	docs/specs/external-evidence-provider-v0.md	114	`results` lists each entity joined by a relation to a requested changed path;
EEP-V0-012	docs/specs/external-evidence-provider-v0.md	120	Bounds: at most four providers, 1048576 bytes per record, 1000 entities and 4000
EEP-V0-013	docs/specs/external-evidence-provider-v0.md	123	`summary`, `rule`, `reference`, and `reason` text from a record MUST be valid
EEP-V0-014	docs/specs/external-evidence-provider-v0.md	126	`impact --provider` reads the record and Git and writes no repository, index, or
EEP-V0-015	docs/specs/external-evidence-provider-v0.md	128	External items never enter `context.results`, ranking, learning, a CEM, an OCM,
EEP-V0-016	docs/specs/external-evidence-provider-v0.md	131	The experimental versioned local authoring kit MUST contain one copyable native-
EEP-V0-017	docs/specs/external-evidence-provider-v0.md	135	The kit consumer MUST strictly decode bounded regular-file or contained-command
EEP-V0-018	docs/specs/external-evidence-provider-v0.md	141	Kit conformance MUST reuse valid, stale, malformed, ambiguous,
EEP-V0-019	docs/specs/external-evidence-provider-v0.md	146	A `generated` relation composes exactly as the other admitted kinds, and every
EEP-V0-020	docs/specs/external-evidence-provider-v0.md	154	The kit declares its own version, currently `0.2.0` (kit README title and the
EEP-V0-021	docs/specs/external-evidence-provider-v0.md	166	The kit MUST carry a standard-library Go conformance runner that builds the
EEP-V0-022	docs/specs/external-evidence-provider-v0.md	174	The kit MUST carry a clean-checkout authoring proof script that checks out only
EEP-V0-023	docs/specs/external-evidence-provider-v0.md	181	A Core-owned local provider MAY produce one `external-evidence-provider/2` recor
EEP-V0-024	docs/specs/external-evidence-provider-v0.md	189	Each invocation owns one `gopls serve` process: the executable found on `PATH`,
EEP-V0-025	docs/specs/external-evidence-provider-v0.md	204	The expansion is at most two hops. Seeds are at most three `.go` paths whose
EEP-V0-026	docs/specs/external-evidence-provider-v0.md	218	An absent or failing provider yields no record and no partial rows: the section
EEP-V1-001	docs/specs/external-evidence-provider-v1.md	54	A record whose top-level `schema` is `external-evidence-provider/1` MUST decode
EEP-V1-002	docs/specs/external-evidence-provider-v1.md	60	`repositories` MUST list 1 to 8 entries with unique identifier `id`s, each with
EEP-V1-003	docs/specs/external-evidence-provider-v1.md	66	An endpoint MUST be exactly one of the two shapes in Definitions. A mixed, strin
EEP-V1-004	docs/specs/external-evidence-provider-v1.md	70	Identity MUST be evaluated per declared repository: `unresolved` without an
EEP-V1-005	docs/specs/external-evidence-provider-v1.md	73	Binding MUST be evaluated per declared repository:
EEP-V1-006	docs/specs/external-evidence-provider-v1.md	84	Freshness MUST be evaluated per repository against its bound `HEAD` with the
EEP-V1-007	docs/specs/external-evidence-provider-v1.md	89	A path endpoint MUST be verified in its own repository with the `EEP-V0-010`
EEP-V1-008	docs/specs/external-evidence-provider-v1.md	92	Every V1 item MUST carry `repository`, `endpoints`, `relation_state`, and
EEP-V1-009	docs/specs/external-evidence-provider-v1.md	104	`--repository ID=DIR` MAY repeat up to 8 times, each ID at most once, and only
EEP-V1-010	docs/specs/external-evidence-provider-v1.md	108	Cross-repository relations MUST come only from declared records. Core never infe
EEP-V1-011	docs/specs/external-evidence-provider-v1.md	112	A V0 record, and every run without `--repository`, MUST produce the same section
EEP-V1-012	docs/specs/external-evidence-provider-v1.md	115	Section composition, ordering, the `--limit` bound, and omission counts follow
EEP-V1-013	docs/specs/external-evidence-provider-v1.md	117	No failure MAY surface as empty success. A missing, conflicting, or ambiguous
EEP-V1-014	docs/specs/external-evidence-provider-v1.md	121	The section MUST carry no credential, file body, or resolved local path, and
EEP-V2-001	docs/specs/external-evidence-provider-v2.md	47	A record whose `schema` is `external-evidence-provider/2` MUST decode under ever
EEP-V2-002	docs/specs/external-evidence-provider-v2.md	51	Each endpoint of a path relation MUST resolve independently under the `EEP-V1`
EEP-V2-003	docs/specs/external-evidence-provider-v2.md	55	When at least one V2 record loads, `context.external` MUST gain `path_relations`
EEP-V2-004	docs/specs/external-evidence-provider-v2.md	64	`relation_state` MUST be the worst side of the two endpoints. Examples: a missin
EEP-V2-005	docs/specs/external-evidence-provider-v2.md	67	A run without `--provider`, and a run whose records are all V0 or V1, MUST produ
EEP-V2-006	docs/specs/external-evidence-provider-v2.md	70	In `advice.test_selection`, a verification-type path relation MUST fold into eve
EEP-V2-007	docs/specs/external-evidence-provider-v2.md	74	A failing side MUST report its `ETS-V0` code, except that an unbound subject sid
EEP-V2-008	docs/specs/external-evidence-provider-v2.md	77	A path relation whose type is neither a verification nor a context type (for exa
EEP-V2-009	docs/specs/external-evidence-provider-v2.md	82	Every selected, candidate, or blocking path row MUST carry `schema`, `provider`,
EEP-V2-010	docs/specs/external-evidence-provider-v2.md	88	Path rows and items MUST obey `ETS-V0-010` and `ETS-V0-013`: record order never
EEP-V2-011	docs/specs/external-evidence-provider-v2.md	91	The conformance corpus MUST include an independent two-repository path fixture w
EEP-V2-012	docs/specs/external-evidence-provider-v2.md	95	A V2 directory-scope endpoint MUST NOT pin a blob; such a record is invalid. As
EEP-V2-013	docs/specs/external-evidence-provider-v2.md	104	A non-verification, non-context path relation whose scope endpoint holds a chang
EFO-V0-001	docs/specs/external-frontier-obligations-v0.md	56	`corvint obligations` MUST accept `--cem FILE` and `--impact FILE` (both require
EFO-V0-002	docs/specs/external-frontier-obligations-v0.md	61	The CEM input MUST decode as a `cem/0.2` document (only `hunks[].id`,
EFO-V0-003	docs/specs/external-frontier-obligations-v0.md	66	The sidecar has exactly the members `schema`, `id`, `authority`, `state`,
EFO-V0-004	docs/specs/external-frontier-obligations-v0.md	74	`hunks` has one row per CEM hunk in CEM order with `hunk` (the CEM hunk id),
EFO-V0-005	docs/specs/external-frontier-obligations-v0.md	79	Every non-unknown association carries `authority` `external-provider`, `provider
EFO-V0-006	docs/specs/external-frontier-obligations-v0.md	84	A hunk with no `entity` association carries one `unknown` with code
EFO-V0-007	docs/specs/external-frontier-obligations-v0.md	89	The sidecar MUST NOT change any other surface: `corvint frontier` neither accept
EFO-V0-008	docs/specs/external-frontier-obligations-v0.md	92	Associations sort by kind order then a total key over provider, entity, path, co
EFO-V0-009	docs/specs/external-frontier-obligations-v0.md	96	The sidecar carries no file body, credential, or resolved checkout directory, an
EPG-V0-001	docs/specs/eol-policy-gate-v0.md	47	The gate MUST resolve the repository root from its own location, change to that
EPG-V0-002	docs/specs/eol-policy-gate-v0.md	51	The gate MUST split each record at its first tab into the EOL fields and path, f
EPG-V0-003	docs/specs/eol-policy-gate-v0.md	55	Every tracked path MUST report the exact attribute value `attr/-text`. Any other
EPG-V0-004	docs/specs/eol-policy-gate-v0.md	58	For every path not named by EPG-V0-005, an index EOL of exactly `i/crlf` or
EPG-V0-005	docs/specs/eol-policy-gate-v0.md	61	The ending-drift exemption MUST be the closed set
EPG-V0-006	docs/specs/eol-policy-gate-v0.md	66	The gate MUST scan the whole listing before reporting policy drift. It MUST repo
EPG-V0-007	docs/specs/eol-policy-gate-v0.md	70	Failure to start or successfully close `git ls-files --eol`, and an unparsable
EPG-V0-008	docs/specs/eol-policy-gate-v0.md	73	A drift-free run MUST exit 0 and print exactly one summary line containing the
EPG-V0-009	docs/specs/eol-policy-gate-v0.md	75	`make gate` MUST invoke both `eol-policy-check`, which runs the policy script, a
ERI-V0-001	docs/specs/expanded-range-impact-v0.md	35	`corvint impact --base FULL_COMMIT_ID --range-profile expanded-256` MUST explici
ERI-V0-002	docs/specs/expanded-range-impact-v0.md	41	The experimental profile MUST use the complete original base-to-captured-HEAD
ERI-V0-003	docs/specs/expanded-range-impact-v0.md	48	Only this profile's path capacity changes. The cumulative 10,000-Go-hunk and
ERI-V0-004	docs/specs/expanded-range-impact-v0.md	55	Without the new option, the existing range profile, its 100-path refusal, positi
ERI-V0-005	docs/specs/expanded-range-impact-v0.md	60	The experimental compiler MUST retain one immutable clean base/head snapshot and
ERI-V0-006	docs/specs/expanded-range-impact-v0.md	64	The prototype repository coordinator MUST select the experimental profile by an
ESV-V0-001	docs/specs/experimental-source-views-v0.md	230	Bind the bounded canonical packet and exact caller selector to object format,
ESV-V0-002	docs/specs/experimental-source-views-v0.md	235	Return one exact contiguous immutable source range as JSON `text` whose UTF-8
ESV-V0-003	docs/specs/experimental-source-views-v0.md	239	Enforce every frozen bound with sanitized, replacement-disabled, non-lazy Git
ESV-V0-004	docs/specs/experimental-source-views-v0.md	243	Refuse malformed input, stale commit/tree/blob, missing path, unsafe/nonregular
ESV-V0-005	docs/specs/experimental-source-views-v0.md	256	Remain opt-in under `experimental-source-view/0`, and leave the bytes of the
ESV-V0-006	docs/specs/experimental-source-views-v0.md	266	Treat focused synthetic correctness checks as development evidence only. The
ESV-V0-007	docs/specs/experimental-source-views-v0.md	271	The opt-in development wrapper captures exactly one automatic canonical packet
ESV-V0-008	docs/specs/experimental-source-views-v0.md	279	`context --summary` prints at most `--summary-bytes` bytes (1024..65536,
ESV-V0-009	docs/specs/experimental-source-views-v0.md	286	`context --expand HANDLE` returns only the handle's line range, read from Git
ESV-V0-010	docs/specs/experimental-source-views-v0.md	292	The summary and expansion views stay experimental until the matched complete-tas
ETS-V0-001	docs/specs/external-test-selection-v0.md	51	`corvint affected` MUST accept `--provider FILE` and `--provider-command
ETS-V0-002	docs/specs/external-test-selection-v0.md	57	With `--provider`, `advice` MUST gain `test_selection` with schema
ETS-V0-003	docs/specs/external-test-selection-v0.md	63	`state` is exactly one of `narrow-selection-allowed`,
ETS-V0-004	docs/specs/external-test-selection-v0.md	70	The strict profile admits `verifies` and `asserts`; the coverage profile also
ETS-V0-005	docs/specs/external-test-selection-v0.md	72	A relation qualifies only when its type is admitted, its evidence is `declared`
ETS-V0-006	docs/specs/external-test-selection-v0.md	77	Any record, identity, binding, freshness, verification, or unsupported-relation
ETS-V0-007	docs/specs/external-test-selection-v0.md	82	Every selected and candidate row MUST carry the provider, provider revision, ent
ETS-V0-008	docs/specs/external-test-selection-v0.md	87	Every candidate, uncovered obligation, and blocking reason MUST carry a named co
ETS-V0-009	docs/specs/external-test-selection-v0.md	90	`mandatory` MUST echo every mandatory check unchanged. Selection never removes,
ETS-V0-010	docs/specs/external-test-selection-v0.md	92	Rows are sorted by a total key. Every list is bounded at 64 rows and `omitted`
ETS-V0-011	docs/specs/external-test-selection-v0.md	94	The conformance corpus MUST cover positive, negative, stale, missing, ambiguous,
ETS-V0-012	docs/specs/external-test-selection-v0.md	97	The evaluation MUST report precision, unsafe-narrowing rate, abstention accuracy
ETS-V0-013	docs/specs/external-test-selection-v0.md	99	The member MUST carry no file body, credential, or resolved checkout directory.
ETS-V0-014	docs/specs/external-test-selection-v0.md	102	A `generated` relation (`EEP-V0-019`) is weak evidence: it is listed as a candid
ETS-V1-001	docs/specs/external-test-selection-v1.md	46	The obligation walk MUST replace the one-hop widening. It is bounded at
ETS-V1-002	docs/specs/external-test-selection-v1.md	49	A cut MUST block every edge entity with `obligation-depth-truncated` or
ETS-V1-003	docs/specs/external-test-selection-v1.md	51	A cut MUST add one `unknowns` row per edge entity with `code`, `provider`,
ETS-V1-004	docs/specs/external-test-selection-v1.md	53	The walk follows only relations the provider declared. It infers no relation,
ETS-V1-005	docs/specs/external-test-selection-v1.md	55	`corvint affected` MUST read each resolved checkout's dirty paths once, with the
ETS-V1-006	docs/specs/external-test-selection-v1.md	59	A checkout is judged as a whole: any dirty path in it blocks every side it binds
ETS-V1-007	docs/specs/external-test-selection-v1.md	61	A row whose every checkout side was inspected MUST NOT carry
ETS-V1-008	docs/specs/external-test-selection-v1.md	64	Both extensions can only widen. For every labelled case, reading a clean, dirty,
ETS-V1-009	docs/specs/external-test-selection-v1.md	67	The member schema stays `external-test-selection/0`. The new codes and the
FPK-V0-001	docs/specs/falsifiable-packet-v0.md	55	`prove` MUST be read-only. It MUST NOT write repository, trace, or
